store,category,day_of_week,month,revenue
S06,Bakery,Wednesday,2024-07,15612.160000000003
S06,Beverages,Friday,2024-07,32259.020000000008
S06,Beverages,Monday,2024-07,30581.76
S06,Beverages,Saturday,2024-07,48104.62000000001
S06,Beverages,Sunday,2024-07,22273.950000000004
S06,Beverages,Thursday,2024-07,22413.680000000008
S06,Beverages,Tuesday,2024-07,16337.020000000004
S06,Beverages,Wednesday,2024-07,26596.969999999998
S06,Biscuits & Snacks,Friday,2024-07,5423.580000000001
S06,Biscuits & Snacks,Monday,2024-07,7025.459999999998
S06,Biscuits & Snacks,Saturday,2024-07,13803.619999999997
S06,Biscuits & Snacks,Sunday,2024-07,6261.6900000000005
S06,Biscuits & Snacks,Thursday,2024-07,5664.740000000001
S06,Biscuits & Snacks,Tuesday,2024-07,4943.98
S06,Biscuits & Snacks,Wednesday,2024-07,8071.48
S06,Confectionery,Friday,2024-07,18238.289999999997
S06,Confectionery,Monday,2024-07,17551.65
S06,Confectionery,Saturday,2024-07,22634.480000000003
S06,Confectionery,Sunday,2024-07,20761.289999999997
S06,Confectionery,Thursday,2024-07,20251.6
S06,Confectionery,Tuesday,2024-07,18682.039999999997
S06,Confectionery,Wednesday,2024-07,18916.339999999997
S06,Dairy,Friday,2024-07,37817.26999999998
S06,Dairy,Monday,2024-07,47417.67999999999
S06,Dairy,Saturday,2024-07,60596.12000000001
S06,Dairy,Sunday,2024-07,39280.67
S06,Dairy,Thursday,2024-07,42453.540000000015
S06,Dairy,Tuesday,2024-07,42425.959999999985
S06,Dairy,Wednesday,2024-07,38559.53
S06,Edible Oils,Friday,2024-07,82779.4
S06,Edible Oils,Monday,2024-07,67696.02999999998
S06,Edible Oils,Saturday,2024-07,103136.52999999998
S06,Edible Oils,Sunday,2024-07,106209.98999999996
S06,Edible Oils,Thursday,2024-07,57646.94000000001
S06,Edible Oils,Tuesday,2024-07,53020.71999999999
S06,Edible Oils,Wednesday,2024-07,93149.98999999999
S06,Frozen & Ready to Eat,Friday,2024-07,41462.979999999996
S06,Frozen & Ready to Eat,Monday,2024-07,31407.940000000002
S06,Frozen & Ready to Eat,Saturday,2024-07,54823.27
S06,Frozen & Ready to Eat,Sunday,2024-07,43029.030000000006
S06,Frozen & Ready to Eat,Thursday,2024-07,27056.010000000006
S06,Frozen & Ready to Eat,Tuesday,2024-07,24343.540000000005
S06,Frozen & Ready to Eat,Wednesday,2024-07,31663.940000000006
S06,Fruits & Vegetables,Friday,2024-07,18596.89
S06,Fruits & Vegetables,Monday,2024-07,11712.900000000003
S06,Fruits & Vegetables,Saturday,2024-07,18019.579999999994
S06,Fruits & Vegetables,Sunday,2024-07,12569.46
S06,Fruits & Vegetables,Thursday,2024-07,18145.100000000002
S06,Fruits & Vegetables,Tuesday,2024-07,11443.220000000003
S06,Fruits & Vegetables,Wednesday,2024-07,19600.539999999997
S06,Home Care,Friday,2024-07,24907.410000000003
S06,Home Care,Monday,2024-07,26017.619999999995
S06,Home Care,Saturday,2024-07,29909.06000000001
S06,Home Care,Sunday,2024-07,36691.17
S06,Home Care,Thursday,2024-07,31238.14
S06,Home Care,Tuesday,2024-07,23857.16
S06,Home Care,Wednesday,2024-07,42275.45999999999
S06,Personal Care,Friday,2024-07,38713.860000000015
S06,Personal Care,Monday,2024-07,40556.880000000005
S06,Personal Care,Saturday,2024-07,68904.64000000001
S06,Personal Care,Sunday,2024-07,39894.969999999994
S06,Personal Care,Thursday,2024-07,33254.479999999996
S06,Personal Care,Tuesday,2024-07,33685.11
S06,Personal Care,Wednesday,2024-07,40931.66
S06,Spices & Masala,Friday,2024-07,18677.489999999998
S06,Spices & Masala,Monday,2024-07,16412.839999999997
S06,Spices & Masala,Saturday,2024-07,28547.37
S06,Spices & Masala,Sunday,2024-07,22186.689999999995
S06,Spices & Masala,Thursday,2024-07,16722.27
S06,Spices & Masala,Tuesday,2024-07,16201.68
S06,Spices & Masala,Wednesday,2024-07,25673.459999999995
S06,Staples & Grains,Friday,2024-07,98294.42000000004
S06,Staples & Grains,Monday,2024-07,106411.87999999999
S06,Staples & Grains,Saturday,2024-07,121428.63999999997
S06,Staples & Grains,Sunday,2024-07,126053.77999999996
S06,Staples & Grains,Thursday,2024-07,111988.62000000001
S06,Staples & Grains,Tuesday,2024-07,95097.18999999999
S06,Staples & Grains,Wednesday,2024-07,119450.07999999999
S06,Stationery & General,Friday,2024-07,27999.920000000002
S06,Stationery & General,Monday,2024-07,27532.679999999997
S06,Stationery & General,Saturday,2024-07,34800.63
S06,Stationery & General,Sunday,2024-07,26924.92
S06,Stationery & General,Thursday,2024-07,23948.209999999995
S06,Stationery & General,Tuesday,2024-07,20319.699999999997
S06,Stationery & General,Wednesday,2024-07,30399.21
S06,UNKNOWN,Friday,2024-07,-3353.71
S06,UNKNOWN,Monday,2024-07,-2832.17
S06,UNKNOWN,Saturday,2024-07,-5214.66
S06,UNKNOWN,Sunday,2024-07,-6622.089999999998
S06,UNKNOWN,Thursday,2024-07,-5446.890000000001
S06,UNKNOWN,Tuesday,2024-07,-4805.76
S06,UNKNOWN,Wednesday,2024-07,-4844.58
S06,Baby Care,Friday,2024-08,135870.75999999998
S06,Baby Care,Monday,2024-08,92627.77
S06,Baby Care,Saturday,2024-08,211093.64
S06,Baby Care,Sunday,2024-08,103522.27000000003
S06,Baby Care,Thursday,2024-08,95362.66000000002
S06,Baby Care,Tuesday,2024-08,93565.18000000001
S06,Baby Care,Wednesday,2024-08,79201.39
S06,Bakery,Friday,2024-08,18769.179999999997
S06,Bakery,Monday,2024-08,11087.589999999995
S06,Bakery,Saturday,2024-08,19732.170000000006
S06,Bakery,Sunday,2024-08,14878.780000000004
S06,Bakery,Thursday,2024-08,14231.110000000002
S06,Bakery,Tuesday,2024-08,9204.550000000001
S06,Bakery,Wednesday,2024-08,9581.600000000002
S06,Beverages,Friday,2024-08,36657.64999999999
S06,Beverages,Monday,2024-08,18771.270000000008
S06,Beverages,Saturday,2024-08,47231.78000000001
S06,Beverages,Sunday,2024-08,33014.50000000001
S06,Beverages,Thursday,2024-08,24691.48
S06,Beverages,Tuesday,2024-08,19771.169999999995
S06,Beverages,Wednesday,2024-08,26642.800000000003
S06,Biscuits & Snacks,Friday,2024-08,10394.379999999994
S06,Biscuits & Snacks,Monday,2024-08,7413.71
S06,Biscuits & Snacks,Saturday,2024-08,16032.439999999995
S06,Biscuits & Snacks,Sunday,2024-08,7924.669999999999
S06,Biscuits & Snacks,Thursday,2024-08,9901.79
S06,Biscuits & Snacks,Tuesday,2024-08,4216.92
S06,Biscuits & Snacks,Wednesday,2024-08,8284.890000000001
S06,Confectionery,Friday,2024-08,25799.819999999992
S06,Confectionery,Monday,2024-08,18142.289999999997
S06,Confectionery,Saturday,2024-08,26792.460000000006
S06,Confectionery,Sunday,2024-08,20781.449999999997
S06,Confectionery,Thursday,2024-08,21918.899999999998
S06,Confectionery,Tuesday,2024-08,13626.65
S06,Confectionery,Wednesday,2024-08,16027.579999999998
S06,Dairy,Friday,2024-08,64047.150000000016
S06,Dairy,Monday,2024-08,43522.819999999985
S06,Dairy,Saturday,2024-08,69770.97000000002
S06,Dairy,Sunday,2024-08,52075.27999999998
S06,Dairy,Thursday,2024-08,58561.08
S06,Dairy,Tuesday,2024-08,29436.070000000007
S06,Dairy,Wednesday,2024-08,33793.71000000001
S06,Edible Oils,Friday,2024-08,96727.25000000003
S06,Edible Oils,Monday,2024-08,81419.81000000003
S06,Edible Oils,Saturday,2024-08,196425.35000000003
S06,Edible Oils,Sunday,2024-08,109959.63999999998
S06,Edible Oils,Thursday,2024-08,90257.29000000001
S06,Edible Oils,Tuesday,2024-08,82488.56999999998
S06,Edible Oils,Wednesday,2024-08,64774.869999999995
S06,Frozen & Ready to Eat,Friday,2024-08,37807.80000000001
S06,Frozen & Ready to Eat,Monday,2024-08,20772.69
S06,Frozen & Ready to Eat,Saturday,2024-08,55676.580000000016
S06,Frozen & Ready to Eat,Sunday,2024-08,29918.79
S06,Frozen & Ready to Eat,Thursday,2024-08,40821.209999999985
S06,Frozen & Ready to Eat,Tuesday,2024-08,18800.359999999997
S06,Frozen & Ready to Eat,Wednesday,2024-08,30947.99
S06,Fruits & Vegetables,Friday,2024-08,22364.920000000013
S06,Fruits & Vegetables,Monday,2024-08,15310.76
S06,Fruits & Vegetables,Saturday,2024-08,26784.29000000001
S06,Fruits & Vegetables,Sunday,2024-08,23803.27
S06,Fruits & Vegetables,Thursday,2024-08,16707.37
S06,Fruits & Vegetables,Tuesday,2024-08,13352.060000000001
S06,Fruits & Vegetables,Wednesday,2024-08,17108.660000000003
S06,Home Care,Friday,2024-08,42894.94
S06,Home Care,Monday,2024-08,25771.639999999996
S06,Home Care,Saturday,2024-08,70078.38
S06,Home Care,Sunday,2024-08,39544.16
S06,Home Care,Thursday,2024-08,27968.499999999993
S06,Home Care,Tuesday,2024-08,21572.86
S06,Home Care,Wednesday,2024-08,28866.73000000001
S06,Personal Care,Friday,2024-08,58778.5
S06,Personal Care,Monday,2024-08,38930.319999999985
S06,Personal Care,Saturday,2024-08,71740.75000000001
S06,Personal Care,Sunday,2024-08,50049.05
S06,Personal Care,Thursday,2024-08,35275.97
S06,Personal Care,Tuesday,2024-08,25540.55
S06,Personal Care,Wednesday,2024-08,42002.38000000001
S06,Spices & Masala,Friday,2024-08,29596.71
S06,Spices & Masala,Monday,2024-08,20157.079999999998
S06,Spices & Masala,Saturday,2024-08,33491.62
S06,Spices & Masala,Sunday,2024-08,28809.06
S06,Spices & Masala,Thursday,2024-08,21282.219999999998
S06,Spices & Masala,Tuesday,2024-08,10565.169999999998
S06,Spices & Masala,Wednesday,2024-08,19576.810000000005
S06,Staples & Grains,Friday,2024-08,124124.29999999999
S06,Staples & Grains,Monday,2024-08,68764.67
S06,Staples & Grains,Saturday,2024-08,208556.96999999994
S06,Staples & Grains,Sunday,2024-08,136173.64999999997
S06,Staples & Grains,Thursday,2024-08,112633.67
S06,Staples & Grains,Tuesday,2024-08,117306.85999999999
S06,Staples & Grains,Wednesday,2024-08,112332.08000000002
S06,Stationery & General,Friday,2024-08,55898.45999999999
S06,Stationery & General,Monday,2024-08,16893.74
S06,Stationery & General,Saturday,2024-08,51857.530000000006
S06,Stationery & General,Sunday,2024-08,25073.409999999996
S06,Stationery & General,Thursday,2024-08,38451.180000000015
S06,Stationery & General,Tuesday,2024-08,26157.959999999995
S06,Stationery & General,Wednesday,2024-08,19108.57
S06,UNKNOWN,Friday,2024-08,-10920.32
S06,UNKNOWN,Monday,2024-08,-5936.59
S06,UNKNOWN,Saturday,2024-08,-11643.950000000003
S06,UNKNOWN,Sunday,2024-08,-6402.33
S06,UNKNOWN,Thursday,2024-08,-3933.48
S06,UNKNOWN,Tuesday,2024-08,-3526.87
S06,UNKNOWN,Wednesday,2024-08,-5487.12
S06,Baby Care,Friday,2024-09,116066.29999999999
S06,Baby Care,Monday,2024-09,74157.23999999998
S06,Baby Care,Saturday,2024-09,190153.18999999997
S06,Baby Care,Sunday,2024-09,152182.26
S06,Baby Care,Thursday,2024-09,62489.39000000001
S06,Baby Care,Tuesday,2024-09,74357.07000000002
S06,Baby Care,Wednesday,2024-09,110315.21000000004
S06,Bakery,Friday,2024-09,19328.62
S06,Bakery,Monday,2024-09,13639.779999999997
S06,Bakery,Saturday,2024-09,23380.46
S06,Bakery,Sunday,2024-09,21816.100000000006
S06,Bakery,Thursday,2024-09,10196.219999999998
S06,Bakery,Tuesday,2024-09,12650.329999999998
S06,Bakery,Wednesday,2024-09,12192.039999999997
S06,Beverages,Friday,2024-09,34507.92000000002
S06,Beverages,Monday,2024-09,34649.03999999999
S06,Beverages,Saturday,2024-09,45157.020000000004
S06,Beverages,Sunday,2024-09,41731.170000000006
S06,Beverages,Thursday,2024-09,32351.22
S06,Beverages,Tuesday,2024-09,15658.609999999999
S06,Beverages,Wednesday,2024-09,18221.170000000002
S06,Biscuits & Snacks,Friday,2024-09,10410.220000000003
S06,Biscuits & Snacks,Monday,2024-09,5979.869999999998
S06,Biscuits & Snacks,Saturday,2024-09,17219.570000000003
S06,Biscuits & Snacks,Sunday,2024-09,9154.699999999999
S06,Biscuits & Snacks,Thursday,2024-09,7562.709999999999
S06,Biscuits & Snacks,Tuesday,2024-09,5771.54
S06,Biscuits & Snacks,Wednesday,2024-09,5690.109999999999
S06,Confectionery,Friday,2024-09,17484.569999999996
S06,Confectionery,Monday,2024-09,19223.070000000003
S06,Confectionery,Saturday,2024-09,25356.929999999997
S06,Confectionery,Sunday,2024-09,29595.030000000006
S06,Confectionery,Thursday,2024-09,12270.999999999998
S06,Confectionery,Tuesday,2024-09,10655.800000000001
S06,Confectionery,Wednesday,2024-09,19227.659999999996
S06,Dairy,Friday,2024-09,48046.39
S06,Dairy,Monday,2024-09,34220.94000000001
S06,Dairy,Saturday,2024-09,73730.42
S06,Dairy,Sunday,2024-09,73570.58999999998
S06,Dairy,Thursday,2024-09,35236.01
S06,Dairy,Tuesday,2024-09,39765.59
S06,Dairy,Wednesday,2024-09,36540.14999999999
S06,Edible Oils,Friday,2024-09,115019.23
S06,Edible Oils,Monday,2024-09,76630.87999999998
S06,Edible Oils,Saturday,2024-09,133831.53
S06,Edible Oils,Sunday,2024-09,152349.12
S06,Edible Oils,Thursday,2024-09,72114.28999999998
S06,Edible Oils,Tuesday,2024-09,65064.33
S06,Edible Oils,Wednesday,2024-09,48369.149999999994
S06,Frozen & Ready to Eat,Friday,2024-09,33839.5
S06,Frozen & Ready to Eat,Monday,2024-09,36166.27000000001
S06,Frozen & Ready to Eat,Saturday,2024-09,57931.29999999999
S06,Frozen & Ready to Eat,Sunday,2024-09,52205.87
S06,Frozen & Ready to Eat,Thursday,2024-09,35017.34
S06,Frozen & Ready to Eat,Tuesday,2024-09,20966.739999999998
S06,Frozen & Ready to Eat,Wednesday,2024-09,27449.29
S06,Fruits & Vegetables,Friday,2024-09,16949.910000000003
S06,Fruits & Vegetables,Monday,2024-09,15056.659999999998
S06,Fruits & Vegetables,Saturday,2024-09,27473.989999999998
S06,Fruits & Vegetables,Sunday,2024-09,25104.500000000015
S06,Fruits & Vegetables,Thursday,2024-09,15503.140000000001
S06,Fruits & Vegetables,Tuesday,2024-09,13317.770000000002
S06,Fruits & Vegetables,Wednesday,2024-09,16001.159999999998
S06,Home Care,Friday,2024-09,38349.93
S06,Home Care,Monday,2024-09,22400.659999999996
S06,Home Care,Saturday,2024-09,58982.54999999998
S06,Home Care,Sunday,2024-09,42950.62000000001
S06,Home Care,Thursday,2024-09,27525.809999999998
S06,Home Care,Tuesday,2024-09,22911.539999999997
S06,Home Care,Wednesday,2024-09,25118.589999999997
S06,Personal Care,Friday,2024-09,45884.49
S06,Personal Care,Monday,2024-09,38588.36999999998
S06,Personal Care,Saturday,2024-09,62255.07000000002
S06,Personal Care,Sunday,2024-09,48646.630000000005
S06,Personal Care,Thursday,2024-09,33515.5
S06,Personal Care,Tuesday,2024-09,23029.22
S06,Personal Care,Wednesday,2024-09,25316.440000000002
S06,Spices & Masala,Friday,2024-09,18175.300000000007
S06,Spices & Masala,Monday,2024-09,26536.78
S06,Spices & Masala,Saturday,2024-09,37459.659999999996
S06,Spices & Masala,Sunday,2024-09,24324.72
S06,Spices & Masala,Thursday,2024-09,16496.36
S06,Spices & Masala,Tuesday,2024-09,9482.620000000003
S06,Spices & Masala,Wednesday,2024-09,27091.520000000008
S06,Staples & Grains,Friday,2024-09,101003.85999999999
S06,Staples & Grains,Monday,2024-09,108438.52000000008
S06,Staples & Grains,Saturday,2024-09,186077.86000000002
S06,Staples & Grains,Sunday,2024-09,176136.59000000003
S06,Staples & Grains,Thursday,2024-09,97123.40000000004
S06,Staples & Grains,Tuesday,2024-09,98926.74000000002
S06,Staples & Grains,Wednesday,2024-09,81408.03999999998
S06,Stationery & General,Friday,2024-09,25327.790000000005
S06,Stationery & General,Monday,2024-09,25250.670000000002
S06,Stationery & General,Saturday,2024-09,48048.049999999996
S06,Stationery & General,Sunday,2024-09,35661.849999999984
S06,Stationery & General,Thursday,2024-09,24972.519999999997
S06,Stationery & General,Tuesday,2024-09,20080.329999999998
S06,Stationery & General,Wednesday,2024-09,20406.899999999998
S06,UNKNOWN,Friday,2024-09,-8888.069999999996
S06,UNKNOWN,Monday,2024-09,-5046.61
S06,UNKNOWN,Saturday,2024-09,-14302.260000000002
S06,UNKNOWN,Sunday,2024-09,-8855.89
S06,UNKNOWN,Thursday,2024-09,-4642.06
S06,UNKNOWN,Tuesday,2024-09,-4963.009999999999
S06,UNKNOWN,Wednesday,2024-09,-3047.5099999999998
S06,Baby Care,Friday,2024-10,147310.91
S06,Baby Care,Monday,2024-10,129132.02000000002
S06,Baby Care,Saturday,2024-10,184692.31999999995
S06,Baby Care,Sunday,2024-10,152578.50000000006
S06,Baby Care,Thursday,2024-10,118520.67000000001
S06,Baby Care,Tuesday,2024-10,139989.92999999996
S06,Baby Care,Wednesday,2024-10,93406.87
S06,Bakery,Friday,2024-10,18014.249999999993
S06,Bakery,Monday,2024-10,14996.019999999997
S06,Bakery,Saturday,2024-10,25503.499999999993
S06,Bakery,Sunday,2024-10,31583.379999999976
S06,Bakery,Thursday,2024-10,18708.850000000002
S06,Bakery,Tuesday,2024-10,13067.569999999996
S06,Bakery,Wednesday,2024-10,14884.229999999998
S06,Beverages,Friday,2024-10,38291.93
S06,Beverages,Monday,2024-10,31515.97
S06,Beverages,Saturday,2024-10,56363.34
S06,Beverages,Sunday,2024-10,56117.219999999994
S06,Beverages,Thursday,2024-10,42063.96000000002
S06,Beverages,Tuesday,2024-10,22228.070000000003
S06,Beverages,Wednesday,2024-10,34482.71000000001
S06,Biscuits & Snacks,Friday,2024-10,11709.400000000007
S06,Biscuits & Snacks,Monday,2024-10,10359.1
S06,Biscuits & Snacks,Saturday,2024-10,17108.899999999998
S06,Biscuits & Snacks,Sunday,2024-10,14636.060000000009
S06,Biscuits & Snacks,Thursday,2024-10,11631.229999999998
S06,Biscuits & Snacks,Tuesday,2024-10,12628.33
S06,Biscuits & Snacks,Wednesday,2024-10,8859.94
S06,Confectionery,Friday,2024-10,25320.889999999996
S06,Confectionery,Monday,2024-10,22484.59
S06,Confectionery,Saturday,2024-10,27052.159999999993
S06,Confectionery,Sunday,2024-10,31962.399999999998
S06,Confectionery,Thursday,2024-10,26775.390000000003
S06,Confectionery,Tuesday,2024-10,27986.58
S06,Confectionery,Wednesday,2024-10,24302.469999999998
S06,Dairy,Friday,2024-10,60104.29999999999
S06,Dairy,Monday,2024-10,44252.37000000001
S06,Dairy,Saturday,2024-10,74047.31000000001
S06,Dairy,Sunday,2024-10,72528.31999999998
S06,Dairy,Thursday,2024-10,65186.630000000005
S06,Dairy,Tuesday,2024-10,70137.90000000004
S06,Dairy,Wednesday,2024-10,55704.210000000014
S06,Edible Oils,Friday,2024-10,146056.96
S06,Edible Oils,Monday,2024-10,107290.94000000003
S06,Edible Oils,Saturday,2024-10,163294.92000000004
S06,Edible Oils,Sunday,2024-10,161672.97
S06,Edible Oils,Thursday,2024-10,192288.24
S06,Edible Oils,Tuesday,2024-10,95264.84999999999
S06,Edible Oils,Wednesday,2024-10,87323.16999999994
S06,Frozen & Ready to Eat,Friday,2024-10,51149.390000000014
S06,Frozen & Ready to Eat,Monday,2024-10,41433.98999999999
S06,Frozen & Ready to Eat,Saturday,2024-10,55465.80000000002
S06,Frozen & Ready to Eat,Sunday,2024-10,54506.83000000001
S06,Frozen & Ready to Eat,Thursday,2024-10,46506.37
S06,Frozen & Ready to Eat,Tuesday,2024-10,48279.75000000001
S06,Frozen & Ready to Eat,Wednesday,2024-10,38831.21
S06,Fruits & Vegetables,Friday,2024-10,19699.860000000004
S06,Fruits & Vegetables,Monday,2024-10,16095.949999999999
S06,Fruits & Vegetables,Saturday,2024-10,39120.08000000001
S06,Fruits & Vegetables,Sunday,2024-10,35492.77999999999
S06,Fruits & Vegetables,Thursday,2024-10,25705.739999999987
S06,Fruits & Vegetables,Tuesday,2024-10,17358.91
S06,Fruits & Vegetables,Wednesday,2024-10,21944.67
S06,Home Care,Friday,2024-10,45902.72999999998
S06,Home Care,Monday,2024-10,44963.11
S06,Home Care,Saturday,2024-10,51945.22
S06,Home Care,Sunday,2024-10,52359.00999999998
S06,Home Care,Thursday,2024-10,41551.26999999999
S06,Home Care,Tuesday,2024-10,44605.59999999999
S06,Home Care,Wednesday,2024-10,33650.590000000004
S06,Personal Care,Friday,2024-10,63246.44
S06,Personal Care,Monday,2024-10,36783.29999999999
S06,Personal Care,Saturday,2024-10,65505.26
S06,Personal Care,Sunday,2024-10,62379.49000000002
S06,Personal Care,Thursday,2024-10,63438.95000000004
S06,Personal Care,Tuesday,2024-10,37543.59
S06,Personal Care,Wednesday,2024-10,49953.49999999999
S06,Spices & Masala,Friday,2024-10,31012.679999999997
S06,Spices & Masala,Monday,2024-10,9687.689999999999
S06,Spices & Masala,Saturday,2024-10,43078.36999999999
S06,Spices & Masala,Sunday,2024-10,42364.66000000001
S06,Spices & Masala,Thursday,2024-10,26435.60999999999
S06,Spices & Masala,Tuesday,2024-10,25175.36
S06,Spices & Masala,Wednesday,2024-10,26760.039999999997
S06,Staples & Grains,Friday,2024-10,130834.42999999995
S06,Staples & Grains,Monday,2024-10,91451.17999999996
S06,Staples & Grains,Saturday,2024-10,167155.74999999994
S06,Staples & Grains,Sunday,2024-10,182037.72999999995
S06,Staples & Grains,Thursday,2024-10,143806.38999999996
S06,Staples & Grains,Tuesday,2024-10,160122.38999999996
S06,Staples & Grains,Wednesday,2024-10,131800.16999999998
S06,Stationery & General,Friday,2024-10,42284.56000000001
S06,Stationery & General,Monday,2024-10,30935.550000000007
S06,Stationery & General,Saturday,2024-10,57925.48000000005
S06,Stationery & General,Sunday,2024-10,35632.220000000016
S06,Stationery & General,Thursday,2024-10,36534.91
S06,Stationery & General,Tuesday,2024-10,30301.639999999992
S06,Stationery & General,Wednesday,2024-10,29285.50000000001
S06,UNKNOWN,Friday,2024-10,-4926.0599999999995
S06,UNKNOWN,Monday,2024-10,-4923.75
S06,UNKNOWN,Saturday,2024-10,-9124.99
S06,UNKNOWN,Sunday,2024-10,-10887.040000000005
S06,UNKNOWN,Thursday,2024-10,-7854.750000000003
S06,UNKNOWN,Tuesday,2024-10,-6678.7
S06,UNKNOWN,Wednesday,2024-10,-4383.47
S06,Baby Care,Friday,2024-11,151135.24999999994
S06,Baby Care,Monday,2024-11,86645.95
S06,Baby Care,Saturday,2024-11,221269.77999999988
S06,Baby Care,Sunday,2024-11,153625.49
S06,Baby Care,Thursday,2024-11,107608.63000000006
S06,Baby Care,Tuesday,2024-11,77929.79000000001
S06,Baby Care,Wednesday,2024-11,163015.88999999996
S06,Bakery,Friday,2024-11,21655.389999999992
S06,Bakery,Monday,2024-11,14063.47
S06,Bakery,Saturday,2024-11,34630.27999999999
S06,Bakery,Sunday,2024-11,17956.510000000002
S06,Bakery,Thursday,2024-11,15102.380000000003
S06,Bakery,Tuesday,2024-11,11592.310000000001
S06,Bakery,Wednesday,2024-11,19140.71
S06,Beverages,Friday,2024-11,46692.45999999997
S06,Beverages,Monday,2024-11,26242.480000000003
S06,Beverages,Saturday,2024-11,59562.499999999985
S06,Beverages,Sunday,2024-11,42393.47999999999
S06,Beverages,Thursday,2024-11,33414.98000000001
S06,Beverages,Tuesday,2024-11,26214.089999999997
S06,Beverages,Wednesday,2024-11,24823.430000000008
S06,Biscuits & Snacks,Friday,2024-11,14314.709999999997
S06,Biscuits & Snacks,Monday,2024-11,6544.659999999998
S06,Biscuits & Snacks,Saturday,2024-11,18287.61
S06,Biscuits & Snacks,Sunday,2024-11,13839.62
S06,Biscuits & Snacks,Thursday,2024-11,8014.9000000000015
S06,Biscuits & Snacks,Tuesday,2024-11,7718.199999999997
S06,Biscuits & Snacks,Wednesday,2024-11,10039.550000000001
S06,Confectionery,Friday,2024-11,25136.60000000001
S06,Confectionery,Monday,2024-11,17874.41
S06,Confectionery,Saturday,2024-11,39677.14
S06,Confectionery,Sunday,2024-11,24231.37
S06,Confectionery,Thursday,2024-11,25142.720000000016
S06,Confectionery,Tuesday,2024-11,19419.019999999997
S06,Confectionery,Wednesday,2024-11,25829.19999999999
S06,Dairy,Friday,2024-11,61922.74999999999
S06,Dairy,Monday,2024-11,33198.28999999999
S06,Dairy,Saturday,2024-11,88764.24
S06,Dairy,Sunday,2024-11,65536.07999999999
S06,Dairy,Thursday,2024-11,41917.889999999985
S06,Dairy,Tuesday,2024-11,48918.08
S06,Dairy,Wednesday,2024-11,49427.12
S06,Edible Oils,Friday,2024-11,176109.60999999993
S06,Edible Oils,Monday,2024-11,68917.39
S06,Edible Oils,Saturday,2024-11,186092.69999999998
S06,Edible Oils,Sunday,2024-11,154743.49999999994
S06,Edible Oils,Thursday,2024-11,95509.39000000001
S06,Edible Oils,Tuesday,2024-11,105063.84999999996
S06,Edible Oils,Wednesday,2024-11,101228.97000000002
S06,Frozen & Ready to Eat,Friday,2024-11,53946.170000000006
S06,Frozen & Ready to Eat,Monday,2024-11,31259.82
S06,Frozen & Ready to Eat,Saturday,2024-11,70573.8
S06,Frozen & Ready to Eat,Sunday,2024-11,46988.210000000014
S06,Frozen & Ready to Eat,Thursday,2024-11,29912.5
S06,Frozen & Ready to Eat,Tuesday,2024-11,36250.59999999999
S06,Frozen & Ready to Eat,Wednesday,2024-11,51848.43000000001
S06,Fruits & Vegetables,Friday,2024-11,26544.59
S06,Fruits & Vegetables,Monday,2024-11,14297.929999999998
S06,Fruits & Vegetables,Saturday,2024-11,37164.32
S06,Fruits & Vegetables,Sunday,2024-11,29489.409999999985
S06,Fruits & Vegetables,Thursday,2024-11,19063.95
S06,Fruits & Vegetables,Tuesday,2024-11,15245.999999999998
S06,Fruits & Vegetables,Wednesday,2024-11,26647.5
S06,Home Care,Friday,2024-11,49833.35999999998
S06,Home Care,Monday,2024-11,37322.30000000001
S06,Home Care,Saturday,2024-11,83546.71999999999
S06,Home Care,Sunday,2024-11,37838.939999999995
S06,Home Care,Thursday,2024-11,34522.17
S06,Home Care,Tuesday,2024-11,39433.399999999994
S06,Home Care,Wednesday,2024-11,36816.72
S06,Personal Care,Friday,2024-11,48394.44999999999
S06,Personal Care,Monday,2024-11,47871.64
S06,Personal Care,Saturday,2024-11,88571.82
S06,Personal Care,Sunday,2024-11,66851.55
S06,Personal Care,Thursday,2024-11,44029.39000000001
S06,Personal Care,Tuesday,2024-11,38565.78
S06,Personal Care,Wednesday,2024-11,43859.18
S06,Spices & Masala,Friday,2024-11,33766.62
S06,Spices & Masala,Monday,2024-11,9398.289999999997
S06,Spices & Masala,Saturday,2024-11,45168.69
S06,Spices & Masala,Sunday,2024-11,29862.890000000014
S06,Spices & Masala,Thursday,2024-11,18704.3
S06,Spices & Masala,Tuesday,2024-11,14047.720000000001
S06,Spices & Masala,Wednesday,2024-11,24620.62
S06,Staples & Grains,Friday,2024-11,179688.99000000014
S06,Staples & Grains,Monday,2024-11,85424.25000000003
S06,Staples & Grains,Saturday,2024-11,193284.64
S06,Staples & Grains,Sunday,2024-11,139693.06
S06,Staples & Grains,Thursday,2024-11,132079.85999999993
S06,Staples & Grains,Tuesday,2024-11,97483.48000000001
S06,Staples & Grains,Wednesday,2024-11,177131.12000000002
S06,Stationery & General,Friday,2024-11,35229.91999999999
S06,Stationery & General,Monday,2024-11,26034.220000000005
S06,Stationery & General,Saturday,2024-11,47789.32000000001
S06,Stationery & General,Sunday,2024-11,53812.78000000001
S06,Stationery & General,Thursday,2024-11,26628.63000000001
S06,Stationery & General,Tuesday,2024-11,20438.700000000004
S06,Stationery & General,Wednesday,2024-11,31903.609999999993
S06,UNKNOWN,Friday,2024-11,-7583.36
